date,open,high,low,close,volume,turnover
2021-06-11,2024.79,2029.79,1964.60,1964.60,33971,7513797036.00
2021-06-15,1980.89,1994.67,1933.79,1978.79,29361,6412821567.00
2021-06-16,1977.79,1980.79,1933.79,1943.79,27593,5978924528.00
2021-06-17,1941.44,1973.79,1930.15,1942.70,21068,4558702643.00
2021-06-18,1932.79,1942.29,1850.79,1876.73,54028,11329180836.00
2021-06-21,1870.79,1885.48,1835.79,1867.43,35488,7367986471.00
2021-06-22,1877.79,1883.79,1839.68,1860.76,33228,6900830616.00
2021-06-23,1865.79,1868.79,1819.94,1823.79,37079,7596735684.00
2021-06-24,1825.80,1865.79,1806.79,1853.84,31474,6452557073.00
2021-06-25,1855.04,1914.08,1847.68,1897.08,35875,7459680452.00
2021-06-28,1905.08,1923.08,1878.08,1908.09,27452,5750241214.00
2021-06-29,1913.08,1920.08,1856.08,1867.08,33031,6835635172.00
2021-06-30,1870.08,1879.08,1851.38,1861.78,21916,4511484217.00
2021-07-01,1865.05,1915.08,1836.68,1910.08,33701,6970730878.00
2021-07-02,1880.08,1880.08,1816.58,1818.08,46275,9388640194.00
2021-07-05,1805.08,1824.96,1790.08,1799.08,34421,6872797768.00
2021-07-06,1800.08,1819.08,1765.09,1817.98,35283,7015883091.00
2021-07-07,1815.08,1833.96,1804.09,1809.08,28122,5658210730.00
2021-07-08,1805.18,1809.08,1773.08,1790.08,35517,7027713780.00
2021-07-09,1769.60,1790.99,1750.08,1777.19,30908,6072340993.00
2021-07-12,1780.63,1803.86,1745.58,1766.08,39010,7658786228.00
2021-07-13,1773.08,1810.58,1770.08,1787.98,29925,5946287259.00
2021-07-14,1779.08,1779.58,1750.08,1767.08,30771,6011814880.00
2021-07-15,1760.10,1818.08,1755.68,1803.07,42190,8391506229.00
2021-07-16,1785.08,1801.68,1755.08,1760.98,35408,6958296859.00
2021-07-19,1760.97,1791.08,1746.08,1780.08,30052,5900348210.00
2021-07-20,1780.08,1794.01,1766.49,1785.08,23475,4639300956.00
2021-07-21,1794.08,1811.08,1767.09,1774.08,29780,5902656221.00
2021-07-22,1765.08,1778.98,1744.04,1745.09,39090,7619076855.00
2021-07-23,1742.90,1742.90,1700.17,1705.08,47585,9057761876.00
2021-07-26,1684.08,1684.08,1585.08,1609.19,98619,17894360803.00
2021-07-27,1608.08,1615.08,1508.08,1517.97,86577,15230805685.00
2021-07-28,1508.08,1593.28,1487.20,1573.98,85369,14792470948.00
2021-07-29,1615.09,1628.08,1539.42,1554.87,63864,11299569857.00
2021-07-30,1530.08,1530.08,1462.84,1484.07,77736,13109725032.00
2021-08-02,1469.08,1561.06,1425.80,1560.08,97401,16515259089.00
2021-08-03,1535.08,1574.07,1493.88,1554.38,54375,9447823227.00
2021-08-04,1539.14,1565.08,1523.08,1529.08,38175,6614683378.00
2021-08-05,1497.96,1550.08,1481.44,1504.08,48060,8177369851.00
2021-08-06,1494.08,1499.09,1451.68,1476.08,45686,7616109615.00
2021-08-09,1456.08,1514.08,1455.08,1498.88,47698,8028155490.00
2021-08-10,1505.08,1607.96,1480.08,1604.08,83285,14549496463.00
2021-08-11,1585.09,1590.09,1555.09,1555.58,38663,6821292779.00
2021-08-12,1537.08,1554.08,1491.27,1495.08,47551,8130692626.00
2021-08-13,1495.08,1518.08,1484.08,1505.12,37905,6418412544.00
2021-08-16,1501.08,1518.68,1490.16,1504.28,28057,4773049794.00
2021-08-17,1505.08,1505.08,1433.96,1440.08,61201,10140291982.00
2021-08-18,1429.74,1448.07,1405.08,1425.08,59970,9701556273.00
2021-08-19,1427.30,1448.28,1405.08,1425.05,41292,6682355678.00
2021-08-20,1360.25,1402.63,1330.58,1353.08,114545,17825198286.00
2021-08-23,1342.96,1404.08,1341.85,1375.27,71597,11218832883.00
2021-08-24,1380.08,1447.63,1370.85,1430.26,72594,11703813764.00
2021-08-25,1452.72,1485.95,1448.08,1470.10,54239,9037626406.00
2021-08-26,1470.07,1470.07,1399.80,1400.08,54020,8722233201.00
2021-08-27,1394.08,1430.08,1389.18,1401.11,36095,5791426192.00
2021-08-30,1410.08,1418.08,1351.03,1391.08,51588,8098190333.00
2021-08-31,1394.88,1421.43,1360.18,1363.08,43677,6888080927.00
2021-09-01,1364.08,1440.07,1336.18,1427.09,77316,12370243405.00
2021-09-02,1438.07,1448.08,1405.97,1423.88,42837,6939707277.00
2021-09-03,1415.10,1464.87,1387.08,1463.30,52835,8631165696.00
2021-09-06,1454.08,1513.24,1431.23,1475.75,55338,9306030671.00
2021-09-07,1466.11,1489.56,1456.08,1474.08,31211,5204051657.00
2021-09-08,1465.08,1476.26,1433.16,1438.18,33064,5428265636.00
2021-09-09,1431.08,1450.08,1429.09,1439.16,19950,3257785762.00
2021-09-10,1439.16,1473.88,1438.08,1467.66,33388,5528034093.00
2021-09-13,1470.08,1489.08,1445.18,1459.08,27720,4605031711.00
2021-09-14,1464.08,1488.08,1458.08,1462.08,33761,5638962654.00
2021-09-15,1455.08,1465.08,1415.08,1420.82,41570,6781755393.00
2021-09-16,1408.08,1449.08,1390.08,1443.15,45968,7458455126.00
2021-09-17,1425.08,1510.68,1425.08,1491.08,55130,9242101552.00
2021-09-22,1463.91,1493.08,1440.08,1442.77,31743,5227723003.00
2021-09-23,1443.08,1460.96,1430.16,1440.08,30342,4964210091.00
2021-09-24,1433.08,1525.06,1433.08,1499.08,69537,11756596091.00
2021-09-27,1555.08,1668.48,1555.08,1660.08,126869,23270689702.00
2021-09-28,1653.08,1665.08,1600.08,1627.14,49221,8973408813.00
2021-09-29,1614.08,1650.09,1590.98,1625.08,43291,7870151768.00
2021-09-30,1623.26,1655.30,1608.48,1635.08,40539,7411735790.00
2021-10-08,1627.50,1683.08,1612.31,1644.68,47452,8780381118.00
2021-10-11,1644.59,1694.98,1636.09,1672.20,37676,7040475327.00
2021-10-12,1671.08,1682.08,1647.50,1676.07,30606,5688160837.00
2021-10-13,1675.08,1755.03,1667.08,1734.98,50143,9625769127.00
2021-10-14,1734.01,1746.88,1701.08,1716.08,26623,5097602232.00
2021-10-15,1695.18,1735.07,1695.18,1722.05,28561,5452953879.00
2021-10-18,1693.08,1693.08,1592.08,1605.08,69652,12651498607.00
2021-10-19,1605.08,1643.88,1604.96,1617.26,40315,7330114082.00
2021-10-20,1638.08,1654.88,1611.09,1646.08,28663,5246404615.00
2021-10-21,1646.18,1665.08,1634.08,1649.08,23019,4238584294.00
2021-10-22,1660.08,1726.09,1659.08,1706.08,35963,6794850056.00
2021-10-25,1685.08,1690.09,1663.08,1678.11,32461,6076219948.00
2021-10-26,1669.11,1684.07,1649.08,1666.13,21130,3934223714.00
2021-10-27,1657.38,1663.38,1605.18,1624.08,34647,6302270905.00
2021-10-28,1630.28,1648.86,1607.08,1630.57,29491,5383196101.00
2021-10-29,1630.08,1653.08,1618.08,1631.16,28776,5266898950.00
2021-11-01,1585.08,1631.38,1565.08,1608.08,41690,7486936394.00
2021-11-02,1601.78,1649.30,1593.08,1609.72,32500,5875341369.00
2021-11-03,1605.08,1615.06,1566.27,1570.08,27829,4958314535.00
2021-11-04,1583.02,1621.08,1574.50,1609.28,31130,5592211731.00
2021-11-05,1609.29,1650.07,1609.29,1625.02,27077,4956331383.00
2021-11-08,1625.08,1635.88,1607.13,1625.18,17706,3220439334.00
2021-11-09,1625.06,1632.95,1587.08,1595.09,27352,4915170028.00
2021-11-10,1595.09,1600.08,1540.08,1559.07,35349,6204803250.00
2021-11-11,1558.01,1574.68,1546.58,1574.68,22652,3987243285.00
2021-11-12,1583.08,1590.13,1571.74,1578.86,17607,3124400972.00
2021-11-15,1578.76,1589.08,1555.08,1566.22,24947,4410975373.00
2021-11-16,1573.08,1623.08,1570.08,1613.08,33526,6033536262.00
2021-11-17,1610.08,1625.58,1595.09,1600.08,24505,4411450908.00
2021-11-18,1586.30,1612.08,1575.08,1597.08,19521,3485674964.00
2021-11-19,1599.27,1654.08,1593.28,1633.49,31156,5699883800.00
2021-11-22,1654.08,1714.08,1653.08,1659.35,42573,7994018410.00
2021-11-23,1657.08,1722.08,1657.08,1701.51,45782,8676297616.00
2021-11-24,1705.08,1771.08,1702.08,1746.08,54512,10555736753.00
2021-11-25,1758.08,1791.28,1751.33,1761.11,39753,7803035266.00
2021-11-26,1769.91,1772.08,1730.08,1746.09,32656,6337346211.00
2021-11-29,1765.08,1795.08,1756.16,1790.08,42399,8372476083.00
2021-11-30,1790.48,1794.98,1732.58,1735.85,36925,7192172533.00
2021-12-01,1755.08,1765.03,1724.10,1738.07,26254,5071457098.00
2021-12-02,1745.08,1747.23,1724.68,1739.08,20422,3939731543.00
2021-12-03,1737.08,1793.70,1736.13,1776.96,35818,7045848180.00
2021-12-06,1788.08,1795.08,1755.08,1772.38,31064,6122543819.00
2021-12-07,1785.82,1792.95,1751.81,1760.95,36980,7286659622.00
2021-12-08,1769.96,1850.08,1755.08,1848.08,61048,12285101988.00
2021-12-09,1860.02,1922.00,1850.08,1891.63,64239,13404724467.00
2021-12-10,1865.08,1900.86,1861.08,1895.08,43148,8944582265.00
2021-12-13,1959.08,1985.08,1923.08,1923.28,65807,14139012290.00
2021-12-14,1923.28,1972.98,1905.08,1955.08,40449,8673733691.00
2021-12-15,1947.23,1970.03,1930.10,1940.08,30078,6444715086.00
2021-12-16,1920.08,1949.13,1891.31,1924.07,37211,7865499278.00
2021-12-17,1905.58,1913.08,1841.08,1855.78,48403,9988869785.00
2021-12-20,1855.78,1890.74,1846.08,1864.04,32258,6654596508.00
2021-12-21,1850.08,1874.21,1817.91,1843.28,26286,5354186590.00
2021-12-22,1845.08,1868.08,1845.08,1853.08,17431,3570928372.00
2021-12-23,1858.08,1925.08,1830.08,1925.08,39099,8126298013.00
2021-12-24,1953.96,2022.04,1953.96,1999.17,56130,12295953400.00
2021-12-27,1973.08,1973.08,1917.08,1936.90,37556,8020677686.00
2021-12-28,1938.08,1960.58,1921.68,1943.26,27651,5901940633.00
2021-12-29,1955.08,1959.33,1846.08,1846.08,54049,11195625154.00
2021-12-30,1846.08,1894.06,1833.08,1880.08,35261,7272866657.00
2021-12-31,1875.08,1878.06,1833.08,1855.08,29665,6061415344.00
2022-01-04,1860.08,1874.03,1819.08,1856.31,33843,6913653122.00
2022-01-05,1850.08,1870.08,1823.08,1829.08,28396,5774992117.00
2022-01-06,1827.09,1841.08,1743.59,1787.30,51795,10226933847.00
2022-01-07,1780.08,1793.96,1744.40,1747.08,29817,5831695311.00
2022-01-10,1733.09,1782.08,1722.63,1771.08,29627,5792738145.00
2022-01-11,1753.08,1770.08,1736.25,1745.63,22277,4332180604.00
2022-01-12,1753.08,1783.88,1753.08,1772.08,27474,5384359628.00
2022-01-13,1769.90,1773.07,1670.64,1682.47,56747,10781720544.00
2022-01-14,1682.47,1698.08,1668.08,1672.08,29322,5506186026.00
2022-01-17,1673.08,1683.38,1640.42,1666.69,27354,5074077665.00
2022-01-18,1666.76,1713.93,1657.08,1697.35,31216,5906705861.00
2022-01-19,1724.08,1724.08,1693.96,1717.08,26371,5026993463.00
2022-01-20,1721.08,1785.07,1721.08,1774.60,34014,6665294954.00
2022-01-21,1765.08,1798.57,1756.09,1790.07,30813,6091427695.00
2022-01-24,1760.08,1789.08,1736.52,1755.28,23986,4685441775.00
2022-01-25,1748.08,1771.08,1736.08,1748.08,25510,4971078498.00
2022-01-26,1747.12,1774.08,1724.08,1760.08,23905,4655706528.00
2022-01-27,1806.09,1815.90,1757.08,1770.08,42665,8450329058.00
2022-01-28,1760.08,1773.08,1685.09,1692.08,41020,7889492895.00
2022-02-07,1706.07,1718.64,1655.08,1673.04,35150,6601799703.00
2022-02-08,1673.96,1677.95,1595.08,1644.08,41713,7585130459.00
2022-02-09,1644.17,1713.08,1632.05,1701.06,33885,6346699784.00
2022-02-10,1705.08,1710.98,1662.47,1678.08,23032,4315456868.00
2022-02-11,1662.08,1705.87,1646.08,1655.05,33746,6296909575.00
2022-02-14,1645.08,1682.08,1642.39,1673.75,20196,3762313349.00
2022-02-15,1673.88,1716.08,1664.08,1695.70,27106,5131842112.00
2022-02-16,1705.08,1712.08,1693.08,1697.63,14587,2769034316.00
2022-02-17,1705.69,1716.56,1686.08,1692.07,18214,3450265032.00
2022-02-18,1682.71,1713.06,1670.74,1712.08,19385,3670339742.00
2022-02-21,1705.08,1711.98,1674.03,1682.07,20816,3920377358.00
2022-02-22,1665.09,1666.08,1605.10,1612.95,52299,9473992638.00
2022-02-23,1616.49,1639.08,1605.16,1632.09,28112,5118197820.00
2022-02-24,1613.08,1619.07,1553.18,1569.19,65359,11578557075.00
2022-02-25,1580.08,1613.36,1580.08,1604.14,38979,6999524161.00
2022-02-28,1592.14,1602.08,1572.08,1595.48,28923,5158148387.00
2022-03-01,1607.08,1668.65,1607.08,1663.56,47379,8721229267.00
2022-03-02,1645.08,1656.07,1630.08,1649.96,20074,3690612341.00
2022-03-03,1650.88,1655.33,1599.08,1605.08,31547,5703580558.00
2022-03-04,1577.08,1597.97,1560.18,1585.58,31047,5509157654.00
2022-03-07,1565.28,1573.08,1508.88,1512.08,49156,8487507372.00
2022-03-08,1565.06,1591.74,1537.08,1558.28,57215,10087484369.00
2022-03-09,1569.18,1610.08,1526.19,1584.26,56434,10018590069.00
2022-03-10,1613.08,1626.08,1596.08,1599.51,36462,6587438866.00
2022-03-11,1571.08,1582.08,1523.16,1574.09,47727,8335618341.00
2022-03-14,1535.08,1555.08,1505.08,1505.08,49007,8416841920.00
2022-03-15,1455.08,1490.08,1408.08,1408.08,89056,14567142622.00
2022-03-16,1439.08,1488.98,1398.08,1480.03,77593,12753010156.00
2022-03-17,1525.08,1560.08,1516.74,1525.23,68352,11843531813.00
2022-03-18,1523.08,1550.08,1497.36,1512.87,38349,6564085394.00
2022-03-21,1529.08,1530.73,1500.09,1509.38,27877,4763083283.00
2022-03-22,1528.96,1528.96,1491.41,1500.08,21054,3578291198.00
2022-03-23,1510.08,1575.08,1502.08,1557.27,58067,10096341448.00
2022-03-24,1543.08,1545.08,1522.43,1526.01,25815,4457504430.00
2022-03-25,1517.08,1539.08,1490.08,1495.08,29709,5054831352.00
2022-03-28,1430.08,1469.88,1409.08,1465.88,57542,9392008017.00
2022-03-29,1466.58,1496.58,1466.58,1472.08,25935,4343365464.00
2022-03-30,1503.08,1535.18,1500.08,1535.18,42433,7276379091.00
2022-03-31,1525.08,1543.68,1513.88,1524.08,25174,4338022922.00
2022-04-01,1535.02,1598.08,1526.77,1585.09,44862,7936957252.00
2022-04-06,1558.08,1593.81,1558.08,1570.08,27820,4910792426.00
2022-04-07,1563.08,1590.08,1555.18,1570.08,20196,3568182341.00
2022-04-08,1573.08,1593.78,1571.62,1589.08,22941,4081618543.00
2022-04-11,1575.08,1575.08,1511.11,1525.08,43864,7568782591.00
2022-04-12,1534.08,1593.05,1513.08,1587.08,41630,7284546261.00
2022-04-13,1572.08,1600.08,1556.16,1574.08,31148,5534915753.00
2022-04-14,1593.08,1640.98,1585.28,1614.08,37650,6834657201.00
2022-04-15,1607.28,1623.08,1600.97,1611.07,21041,3800797635.00
2022-04-18,1586.21,1603.08,1573.08,1595.90,19793,3525102977.00
2022-04-19,1605.08,1638.07,1580.58,1595.38,24205,4359851980.00
2022-04-20,1606.77,1625.08,1573.76,1602.08,24156,4342043328.00
2022-04-21,1595.28,1611.08,1575.08,1585.06,28953,5160788004.00
2022-04-22,1568.08,1592.96,1565.26,1578.08,27900,4955360846.00
2022-04-25,1555.08,1581.58,1507.08,1513.08,53658,9352986852.00
2022-04-26,1508.41,1554.06,1505.08,1537.56,44564,7692845226.00
2022-04-27,1572.20,1615.08,1572.20,1600.00,57402,10289893014.00
2022-04-28,1598.08,1650.08,1591.58,1640.08,44010,8038681950.00
2022-04-29,1641.08,1654.08,1616.06,1633.46,34885,6384066537.00
2022-05-05,1635.08,1675.08,1634.06,1642.08,33661,6235017580.00
2022-05-06,1620.07,1624.08,1586.08,1598.08,28596,5138176680.00
2022-05-09,1585.08,1585.08,1543.08,1557.08,30352,5324616273.00
2022-05-10,1525.08,1590.04,1510.09,1571.27,40119,7018451097.00
2022-05-11,1560.08,1593.56,1557.08,1573.08,30313,5372950033.00
2022-05-12,1558.08,1583.08,1555.08,1567.75,22038,3888480084.00
2022-05-13,1585.08,1603.02,1571.08,1583.32,20731,3690141231.00
2022-05-16,1602.08,1602.08,1547.75,1563.08,27765,4881208653.00
2022-05-17,1574.96,1580.08,1560.08,1573.08,20145,3557048801.00
2022-05-18,1578.74,1579.00,1548.10,1566.08,24850,4362486907.00
2022-05-19,1550.08,1562.08,1544.08,1561.08,19776,3459059182.00
2022-05-20,1565.07,1606.23,1557.08,1605.09,41950,7493460272.00
2022-05-23,1605.08,1608.97,1577.08,1586.08,22157,3950856594.00
2022-05-24,1591.08,1592.08,1560.58,1565.08,27342,4824599922.00
2022-05-25,1570.35,1577.08,1552.08,1560.59,22389,3929477102.00
2022-05-26,1566.08,1566.08,1535.08,1547.88,28053,4888109192.00
2022-05-27,1565.07,1585.08,1558.09,1560.24,25120,4436904896.00
2022-05-30,1571.08,1595.63,1571.08,1583.49,34466,6135631304.00
2022-05-31,1579.85,1619.98,1572.06,1609.11,40751,7329201058.00
2022-06-01,1607.08,1619.86,1584.08,1593.33,21760,3897858999.00
2022-06-02,1593.05,1600.88,1585.08,1591.08,16915,3019718032.00
2022-06-06,1595.08,1600.08,1563.08,1593.08,36741,6535329352.00
2022-06-07,1589.22,1630.08,1575.39,1622.98,35049,6356031009.00
2022-06-08,1630.08,1687.08,1630.08,1670.68,44354,8236953846.00
2022-06-09,1677.08,1693.43,1654.08,1658.08,26329,4897066622.00
2022-06-10,1650.09,1712.08,1640.08,1705.68,47345,8882462598.00
2022-06-13,1695.08,1697.08,1653.16,1661.08,36755,6847248995.00
2022-06-14,1639.08,1680.50,1637.08,1676.08,29416,5467949348.00
2022-06-15,1675.08,1710.08,1668.07,1680.18,33664,6354869100.00
2022-06-16,1699.67,1712.71,1680.41,1682.08,26887,5087605391.00
2022-06-17,1683.17,1757.08,1683.17,1756.08,50542,9749530916.00
2022-06-20,1755.08,1775.08,1735.08,1747.10,34975,6802792459.00
2022-06-21,1754.08,1772.07,1733.08,1750.82,23717,4617805127.00
2022-06-22,1760.08,1763.08,1737.08,1741.08,19647,3813775294.00
2022-06-23,1747.78,1770.12,1745.08,1762.18,26844,5239860443.00
2022-06-24,1775.08,1825.08,1770.08,1814.09,39635,7921199792.00
2022-06-27,1825.02,1855.02,1805.38,1815.63,40115,8124448900.00
2022-06-28,1824.82,1846.08,1806.08,1841.08,25246,5112298787.00
2022-06-29,1833.08,1847.08,1816.09,1835.08,30360,6142508408.00
2022-06-30,1826.76,1903.76,1826.75,1871.76,38982,7984019438.00
2022-07-01,1881.76,1894.53,1841.97,1855.81,21596,4385555299.00
2022-07-04,1846.77,1851.05,1827.77,1844.76,25076,5042804258.00
2022-07-05,1852.04,1881.21,1836.76,1859.77,26329,5345189852.00
2022-07-06,1858.76,1865.76,1812.76,1828.76,32752,6566374982.00
2022-07-07,1831.76,1836.11,1811.77,1816.76,20932,4179088240.00
2022-07-08,1831.76,1841.65,1822.92,1825.76,15644,3134903462.00
2022-07-11,1816.96,1821.53,1777.26,1790.36,23949,4709248310.00
2022-07-12,1791.76,1799.56,1756.82,1775.17,23447,4562731381.00
2022-07-13,1771.76,1798.76,1767.43,1785.65,19854,3893406034.00
2022-07-14,1786.76,1803.56,1767.76,1779.76,20527,4014985518.00
2022-07-15,1771.87,1826.44,1771.27,1776.26,33416,6588730699.00
2022-07-18,1779.12,1785.76,1748.76,1778.42,24221,4701936868.00
2022-07-19,1771.76,1778.41,1752.76,1769.86,21956,4250852886.00
2022-07-20,1785.51,1796.76,1771.76,1776.86,18705,3659970961.00
2022-07-21,1769.86,1782.66,1761.27,1765.76,14061,2735503093.00
2022-07-22,1775.98,1788.76,1761.76,1773.76,25114,4894378605.00
2022-07-25,1776.27,1779.06,1757.76,1771.41,16912,3285451347.00
2022-07-26,1779.75,1791.73,1773.78,1776.97,20685,4041100077.00
2022-07-27,1768.76,1774.76,1743.76,1746.36,21490,4149807166.00
2022-07-28,1747.86,1764.76,1719.42,1724.76,34870,6669448409.00
2022-07-29,1721.86,1745.75,1704.86,1725.20,37032,7028415881.00
2022-08-01,1716.77,1734.76,1707.94,1717.06,21037,3988198590.00
2022-08-02,1706.76,1714.74,1684.77,1706.74,28221,5284516568.00
2022-08-03,1716.75,1730.76,1703.76,1711.76,24598,4642442196.00
2022-08-04,1716.76,1749.86,1706.89,1742.77,30357,5797110733.00
2022-08-05,1754.56,1761.76,1731.66,1750.72,20086,3857406327.00
2022-08-08,1741.91,1759.64,1734.27,1738.29,16799,3220702892.00
2022-08-09,1738.29,1745.75,1731.76,1736.76,13875,2651800008.00
2022-08-10,1736.74,1744.76,1691.34,1702.76,27927,5259452686.00
2022-08-11,1712.76,1733.76,1704.77,1733.66,26061,4940834195.00
2022-08-12,1733.66,1756.76,1726.76,1754.76,20260,3882570566.00
2022-08-15,1747.22,1766.26,1742.31,1746.65,19323,3717178491.00
2022-08-16,1750.70,1760.55,1742.76,1744.60,14836,2854189586.00
2022-08-17,1756.76,1756.76,1721.76,1744.76,18361,3508295541.00
2022-08-18,1734.76,1739.84,1707.83,1722.26,23168,4384060205.00
2022-08-19,1724.76,1735.11,1714.76,1721.77,13544,2572000762.00
2022-08-22,1711.77,1733.76,1708.14,1720.74,15427,2925285473.00
2022-08-23,1725.36,1725.36,1693.76,1696.77,23756,4452538978.00
2022-08-24,1696.75,1701.99,1677.76,1680.96,18728,3486382969.00
2022-08-25,1685.76,1714.76,1680.96,1711.76,21925,4107597895.00
2022-08-26,1726.76,1738.76,1712.76,1724.76,23142,4397161135.00
2022-08-29,1709.76,1726.73,1700.76,1705.58,13570,2555981192.00
2022-08-30,1709.11,1711.76,1680.96,1696.76,18235,3400091358.00
2022-08-31,1686.86,1752.32,1686.77,1750.76,44692,8518225337.00
2022-09-01,1738.91,1742.76,1707.65,1707.65,26845,5088658955.00
2022-09-02,1716.70,1719.72,1692.93,1701.76,19391,3635162804.00
2022-09-05,1689.40,1695.76,1646.76,1661.76,36822,6764549173.00
2022-09-06,1662.12,1674.96,1651.76,1671.76,20830,3832086313.00
2022-09-07,1661.79,1664.42,1637.77,1644.77,28306,5151537330.00
2022-09-08,1646.76,1658.76,1641.76,1641.76,16591,3026766448.00
2022-09-09,1651.76,1678.76,1642.76,1671.55,27090,4991679523.00
2022-09-13,1706.76,1715.14,1684.99,1705.76,28693,5387987148.00
2022-09-14,1690.77,1706.76,1689.76,1695.76,16042,3002693247.00
2022-09-15,1696.76,1719.88,1696.72,1706.76,20810,3917954256.00
2022-09-16,1698.56,1712.36,1681.87,1685.76,24121,4501527357.00
2022-09-19,1681.76,1715.35,1679.64,1698.40,18584,3479680771.00
2022-09-20,1696.74,1711.36,1685.31,1704.76,14116,2645281859.00
2022-09-21,1703.43,1709.76,1674.76,1674.76,20995,3904096421.00
2022-09-22,1666.76,1667.78,1643.61,1647.57,22704,4147900996.00
2022-09-23,1647.57,1681.76,1647.57,1661.19,28288,5191904760.00
2022-09-26,1646.76,1714.76,1646.74,1689.76,35135,6566771227.00
2022-09-27,1695.62,1723.76,1677.87,1714.76,28820,5422668135.00
2022-09-28,1707.26,1726.16,1700.77,1709.76,21446,4042506330.00
2022-09-29,1724.74,1728.94,1697.89,1707.11,21590,4075515187.00
2022-09-30,1725.38,1728.75,1692.76,1699.26,21289,4000917951.00
2022-10-10,1716.76,1717.76,1606.96,1612.76,48584,8865386496.00
2022-10-11,1615.76,1632.76,1586.76,1606.75,32047,5712249507.00
2022-10-12,1600.42,1605.76,1534.76,1586.76,48195,8372252823.00
2022-10-13,1547.22,1561.76,1523.76,1526.75,63969,10919727537.00
2022-10-14,1536.76,1581.76,1528.70,1564.37,46520,8045032623.00
2022-10-17,1552.76,1554.75,1524.56,1545.26,33550,5740146639.00
2022-10-18,1551.76,1556.76,1527.76,1532.59,28083,4800689502.00
2022-10-19,1528.74,1528.74,1474.76,1474.76,60121,9997656284.00
2022-10-20,1447.76,1495.19,1437.76,1470.26,42778,7020555512.00
2022-10-21,1466.76,1474.56,1436.76,1450.76,38907,6317945876.00
2022-10-24,1396.76,1415.76,1314.77,1328.04,132098,20217576174.00
2022-10-25,1306.18,1341.76,1298.76,1306.51,81362,12136909034.00
2022-10-26,1315.56,1341.75,1286.76,1290.84,81781,12120993864.00
2022-10-27,1306.76,1314.74,1210.61,1227.76,107106,15258551283.00
2022-10-28,1217.53,1232.76,1185.47,1186.76,93143,12823821843.00
2022-10-31,1176.76,1208.77,1159.76,1176.76,71847,9758303071.00
2022-11-01,1185.76,1296.16,1185.76,1288.77,118766,16859775304.00
2022-11-02,1286.76,1332.76,1262.76,1298.72,79777,11717204099.00
2022-11-03,1270.33,1289.26,1254.86,1266.26,45160,6509550787.00
2022-11-04,1264.72,1354.53,1264.72,1343.33,80008,11996968945.00
2022-11-07,1320.81,1345.24,1313.35,1333.87,42698,6414049133.00
2022-11-08,1334.76,1344.75,1295.72,1311.64,39325,5842320995.00
2022-11-09,1310.71,1315.64,1276.76,1286.66,36090,5276777530.00
2022-11-10,1270.76,1311.76,1261.91,1301.76,37720,5518325849.00
2022-11-11,1354.76,1371.21,1321.74,1354.91,73947,11252112275.00
2022-11-14,1370.26,1390.29,1354.76,1359.76,57370,8858049581.00
2022-11-15,1358.76,1425.73,1347.76,1414.76,56318,8858377894.00
2022-11-16,1407.76,1424.76,1394.76,1412.01,26848,4250886805.00
2022-11-17,1417.26,1423.06,1379.64,1393.76,30580,4793001162.00
2022-11-18,1402.76,1410.76,1382.76,1393.89,23609,3703793426.00
2022-11-21,1368.11,1368.11,1325.29,1346.74,39096,5917086070.00
2022-11-22,1344.20,1386.50,1342.87,1366.71,29901,4582790131.00
2022-11-23,1354.76,1383.76,1347.80,1375.76,22177,3428793052.00
2022-11-24,1385.76,1395.64,1340.74,1346.75,27687,4241974248.00
2022-11-25,1347.27,1358.76,1336.76,1348.77,18621,2833988373.00
2022-11-28,1311.54,1341.76,1277.76,1336.64,47723,7040991068.00
2022-11-29,1396.32,1426.76,1377.76,1425.76,73420,11587859176.00
2022-11-30,1413.88,1430.76,1411.76,1425.76,31497,5019450678.00
2022-12-01,1486.76,1506.76,1457.55,1457.56,51358,8480772923.00
2022-12-02,1461.76,1479.75,1447.96,1460.64,23884,3910860618.00
2022-12-05,1494.76,1505.76,1475.76,1491.66,36127,6018521304.00
2022-12-06,1481.76,1553.66,1478.76,1514.76,44147,7477917194.00
2022-12-07,1504.57,1546.76,1496.79,1510.76,35526,6012253045.00
2022-12-08,1508.76,1521.76,1491.76,1513.78,19730,3323420877.00
2022-12-09,1518.76,1556.76,1508.76,1556.76,39215,6716944493.00
2022-12-12,1542.62,1592.76,1541.76,1565.78,34755,6063957619.00
2022-12-13,1563.76,1587.45,1556.76,1576.76,21385,3735089152.00
2022-12-14,1569.76,1607.56,1569.76,1597.63,29098,5141262368.00
2022-12-15,1631.76,1642.76,1606.76,1613.75,30634,5497063390.00
2022-12-16,1600.01,1617.76,1569.76,1613.63,33303,5901587128.00
2022-12-19,1625.56,1625.56,1586.93,1599.76,24987,4447236356.00
2022-12-20,1592.09,1592.09,1509.21,1541.76,46198,7944120661.00
2022-12-21,1550.76,1565.76,1544.41,1565.76,22816,3948926227.00
2022-12-22,1583.46,1609.76,1571.76,1594.76,23175,4093861570.00
2022-12-23,1579.16,1608.76,1571.76,1597.76,17319,3063608409.00
2022-12-26,1597.76,1597.76,1561.78,1568.82,21384,3749121030.00
2022-12-27,1586.67,1595.82,1574.17,1581.67,17905,3109270166.00
